ts,vault_id,min,25perc,50perc,75perc,max,count
2023-04-04T00:00:00.000000,1118,37572,37582.0,37583.5,37586.0,37588,6
2023-04-04T00:00:00.000000,1103,14930,14930.0,19768.0,24606.0,24606,2
2023-04-04T00:00:00.000000,1097,18263,19289.25,21809.0,22525.25,25341,9
2023-04-04T00:00:00.000000,1095,16360,17962.5,21708.0,24548.0,25245,4
2023-04-04T00:00:00.000000,1111,39458,39464.5,39471.668,39475.25,39482,5
2023-04-04T00:00:00.000000,1096,47127,47127.0,47131.0,47135.0,47135,2
2023-04-04T00:00:00.000000,1092,48927,48928.5,48933.5,49031.0,49125,4
2023-04-04T00:00:00.000000,1099,15459,15559.5,15861.0,26035.5,29427,3
2023-04-04T00:00:00.000000,1116,13371,15909.0,19023.0,28639.0,37679,4
2023-04-04T00:00:00.000000,1119,17203,18233.0,21016.0,23212.0,23655,4
2023-04-04T00:00:00.000000,1109,20421,20421.0,22199.0,23977.0,23977,2
2023-04-04T00:00:00.000000,1091,49188,49188.0,49197.5,49207.0,49207,2
2023-04-04T00:00:00.000000,1101,15026,15691.0,17888.0,24436.0,27141,6
2023-04-04T00:00:00.000000,1113,38517,38519.25,38526.0,38532.0,38534,3
2023-04-04T00:00:00.000000,1093,48571,48572.5,48577.0,48581.25,48584,7
2023-04-04T00:00:00.000000,1090,12006,49477.0,49513.5,49524.0,49533,8
2023-04-04T00:00:00.000000,1110,16758,17737.5,19857.0,21829.5,22662,4
2023-04-04T00:00:00.000000,1100,19386,19386.0,21598.0,23810.0,23810,2
2023-04-04T00:00:00.000000,1098,18061,18546.0,23625.0,24472.0,24841,6
2023-04-04T00:00:00.000000,1105,16046,17161.5,20861.5,23686.5,23927,4
2023-04-04T00:00:00.000000,1120,36062,36064.25,36066.0,36075.25,36076,5
2023-04-04T00:00:00.000000,1117,16786,17488.0,22264.0,23429.0,23828,5
2023-04-04T00:00:00.000000,1115,12816,13657.0,16180.0,19692.25,20863,3
2023-04-04T00:00:00.000000,1104,14179,14191.0,14196.0,15161.25,16071,5
2023-04-04T00:00:00.000000,1106,16895,17045.75,17099.0,19373.25,24321,5
2023-04-04T00:00:00.000000,1102,14938,16289.5,17739.0,20306.5,22776,4
2023-04-04T00:00:00.000000,1094,15524,17862.25,20998.0,22513.0,22685,7
2023-04-04T00:00:00.000000,1107,18470,18478.25,22779.0,23565.75,23787,5
2023-04-04T00:00:00.000000,1114,17382,17390.25,17873.0,19518.25,22432,5
2023-04-04T00:00:00.000000,1112,17248,17708.0,20571.5,23477.0,25105,6
2023-04-04T00:00:00.000000,1108,15972,17081.0,19457.0,21303.0,24281,6
2023-04-01T00:00:00.000000,1113,80,38440.215,38448.33,38459.21,67990,746
2023-04-01T00:00:00.000000,1100,2823,18669.844,20496.299,23728.967,72014,714
2023-04-01T00:00:00.000000,1096,47,47051.273,47056.31,47063.086,69690,713
2023-04-01T00:00:00.000000,1097,78,18198.031,21179.055,23036.73,77804,729
2023-04-01T00:00:00.000000,1106,95,16372.1875,18358.5,21150.0,76511,734
2023-04-01T00:00:00.000000,1114,1660,17536.709,18725.0,21590.084,81516,715
2023-04-01T00:00:00.000000,1111,570,39381.414,39398.4,39406.547,39417,731
2023-04-01T00:00:00.000000,1090,111,49426.523,49447.395,49455.28,75989,736
2023-04-01T00:00:00.000000,1115,602,14947.277,17035.186,21351.15,38060,728
2023-04-01T00:00:00.000000,1119,253,17462.518,18653.916,22198.32,36794,747
2023-04-01T00:00:00.000000,1107,558,16148.417,17849.264,22266.916,42896,743
2023-04-01T00:00:00.000000,1099,428,14959.344,18014.08,22717.0,76005,717
2023-04-01T00:00:00.000000,1091,139,49141.492,49146.293,49150.973,61178,730
2023-04-01T00:00:00.000000,1104,95,14794.125,17490.557,21691.514,45042,725
2023-04-01T00:00:00.000000,1120,94,35992.516,35997.086,36001.695,42532,717
2023-04-01T00:00:00.000000,1117,125,17975.0,20424.023,22210.25,37638,744
2023-04-01T00:00:00.000000,1101,356,15625.84,18029.635,22279.2,45754,714
2023-04-01T00:00:00.000000,1108,665,16799.973,19219.396,22862.45,41573,724
2023-04-01T00:00:00.000000,1092,110,48858.035,48863.293,48867.98,60002,745
2023-04-01T00:00:00.000000,1102,2773,17770.525,20856.152,23584.453,71085,769
2023-04-01T00:00:00.000000,1116,380,15437.272,17567.209,20779.4,85188,757
2023-04-01T00:00:00.000000,1103,188,14359.905,17859.23,21084.26,70511,741
2023-04-01T00:00:00.000000,1118,127,37501.844,37506.402,37510.684,37526,733
2023-04-01T00:00:00.000000,1109,95,17397.531,19510.76,21715.066,84375,758
2023-04-01T00:00:00.000000,1112,142,17180.875,18643.625,22591.666,51007,745
2023-04-01T00:00:00.000000,1105,95,17396.637,19271.7,22258.14,43248,745
2023-04-01T00:00:00.000000,1110,267,17135.875,18602.98,22575.562,69759,759
2023-04-01T00:00:00.000000,1094,519,16524.334,17936.857,20934.71,44624,722
2023-04-01T00:00:00.000000,1098,4021,17695.867,20850.922,23011.4,47505,742
2023-04-01T00:00:00.000000,1093,215,48495.71,48500.71,48505.797,48514,751
2023-04-01T00:00:00.000000,1095,381,16492.2,18608.5,22354.908,45442,742
2023-04-02T00:00:00.000000,1113,38445,38463.402,38471.0,38484.16,42750,727
2023-04-02T00:00:00.000000,1111,778,39405.887,39422.12,39429.777,39442,741
2023-04-02T00:00:00.000000,1098,1958,17721.178,21073.363,23035.828,70340,733
2023-04-02T00:00:00.000000,1103,204,14875.828,18067.234,21208.625,70527,745
2023-04-02T00:00:00.000000,1094,550,16567.334,17996.2,21543.375,44645,733
2023-04-02T00:00:00.000000,1093,31,48521.16,48526.164,48530.72,48538,749
2023-04-02T00:00:00.000000,1120,109,36012.46,36019.07,36024.523,36036,756
2023-04-02T00:00:00.000000,1110,79,17206.4,18462.375,22602.8,69775,790
2023-04-02T00:00:00.000000,1102,142,18021.623,21785.344,23611.572,65933,714
2023-04-02T00:00:00.000000,1096,78,47075.746,47080.867,47087.453,69805,722
2023-04-02T00:00:00.000000,1118,143,37526.105,37530.285,37534.56,37542,736
2023-04-02T00:00:00.000000,1104,127,15146.175,17518.352,21710.5,45063,715
2023-04-02T00:00:00.000000,1092,16,48881.242,48886.137,48891.484,60033,731
2023-04-02T00:00:00.000000,1095,397,16514.547,18067.945,22189.094,45200,722
2023-04-02T00:00:00.000000,1117,125,18138.666,20994.166,22490.291,37662,718
2023-04-02T00:00:00.000000,1091,299,49163.137,49169.266,49174.773,69780,723
2023-04-02T00:00:00.000000,1090,16,49450.99,49471.617,49483.062,76021,727
2023-04-02T00:00:00.000000,1101,388,15651.467,19348.074,22938.943,45770,731
2023-04-02T00:00:00.000000,1115,618,14822.5,16829.27,21324.5,38091,748
2023-04-02T00:00:00.000000,1105,111,17421.416,19526.094,22279.834,43266,687
2023-04-02T00:00:00.000000,1114,1675,17556.484,18740.791,21619.25,38867,731
2023-04-02T00:00:00.000000,1108,697,17033.762,20363.8,22885.7,41598,694
2023-04-02T00:00:00.000000,1119,285,17396.4,18677.982,22718.562,36865,738
2023-04-02T00:00:00.000000,1112,174,17189.53,18611.385,22617.74,51023,743
2023-04-02T00:00:00.000000,1107,1838,16485.334,17873.697,22293.0,42916,734
2023-04-02T00:00:00.000000,1106,3160,16395.334,18385.523,21180.596,76782,750
2023-04-02T00:00:00.000000,1099,741,15398.656,18038.2,22748.416,57142,721
2023-04-02T00:00:00.000000,1116,412,15453.6875,17350.371,19540.322,85204,712
2023-04-02T00:00:00.000000,1100,2345,18694.59,20498.31,23748.357,68498,737
2023-04-02T00:00:00.000000,1097,110,18221.0,21045.666,23055.844,76699,754
2023-04-02T00:00:00.000000,1109,111,17427.834,19541.49,21752.834,84533,729
